frequency_Hz Strouhal SPL_dB_raw p_rms_Pa
2.60616954e+03 7.21825383e-01 2.06930631e+01 2.16612318e-04
2.60629612e+03 7.21860442e-01 2.19191626e+01 2.49452653e-04
2.60642270e+03 7.21895501e-01 1.70250185e+01 1.41997572e-04
2.60654928e+03 7.21930560e-01 2.75061409e+01 4.74610171e-04
2.60667586e+03 7.21965619e-01 2.80586014e+01 5.05778150e-04
2.60680245e+03 7.22000677e-01 1.73249946e+01 1.46987271e-04
2.60692903e+03 7.22035736e-01 1.63994633e+01 1.32130525e-04
2.60705561e+03 7.22070795e-01 2.70051288e+01 4.48008687e-04
2.60718219e+03 7.22105854e-01 3.03473233e+01 6.58258026e-04
2.60730877e+03 7.22140912e-01 2.40813763e+01 3.19962301e-04
2.60743535e+03 7.22175971e-01 1.20887622e+01 8.04392672e-05
2.60756193e+03 7.22211030e-01 2.02876672e+01 2.06734690e-04
2.60768851e+03 7.22246089e-01 1.93164283e+01 1.84863602e-04
2.60781509e+03 7.22281148e-01 1.15372175e+01 7.54902511e-05
2.60794167e+03 7.22316206e-01 1.93426862e+01 1.85423301e-04
2.60806825e+03 7.22351265e-01 2.23071894e+01 2.60849173e-04
2.60819483e+03 7.22386324e-01 1.61642046e+01 1.28599779e-04
2.60832141e+03 7.22421383e-01 1.91705853e+01 1.81785509e-04
2.60844799e+03 7.22456442e-01 2.38695543e+01 3.12253785e-04
2.60857458e+03 7.22491500e-01 2.47257612e+01 3.44602206e-04
2.60870116e+03 7.22526559e-01 1.81365977e+01 1.61383779e-04
2.60882774e+03 7.22561618e-01 1.48827967e+01 1.10960864e-04
2.60895432e+03 7.22596677e-01 2.00676538e+01 2.01563869e-04
2.60908090e+03 7.22631736e-01 1.84108719e+01 1.66561103e-04
2.60920748e+03 7.22666794e-01 1.72149616e+01 1.45136978e-04
2.60933406e+03 7.22701853e-01 1.32729430e+01 9.21885844e-05
2.60946064e+03 7.22736912e-01 2.38723037e+01 3.12352640e-04
2.60958722e+03 7.22771971e-01 2.68999375e+01 4.42615759e-04
2.60971380e+03 7.22807029e-01 2.22439941e+01 2.58958220e-04
2.60984038e+03 7.22842088e-01 2.28944259e+01 2.79094507e-04
2.60996696e+03 7.22877147e-01 2.03964541e+01 2.09340232e-04
2.61009354e+03 7.22912206e-01 6.93764672e+00 4.44541521e-05
2.61022012e+03 7.22947265e-01 1.41421880e+01 1.01891838e-04
2.61034670e+03 7.22982323e-01 1.14975972e+01 7.51466896e-05
2.61047329e+03 7.23017382e-01 2.32870934e+01 2.92001219e-04
2.61059987e+03 7.23052441e-01 2.48834699e+01 3.50916259e-04
2.61072645e+03 7.23087500e-01 2.43544428e+01 3.30181044e-04
2.61085303e+03 7.23122559e-01 2.14000111e+01 2.34979811e-04
2.61097961e+03 7.23157617e-01 2.80661714e+01 5.06219142e-04
2.61110619e+03 7.23192676e-01 3.00690969e+01 6.37506827e-04
2.61123277e+03 7.23227735e-01 2.54795379e+01 3.75843368e-04
2.61135935e+03 7.23262794e-01 1.31626416e+01 9.10252914e-05
2.61148593e+03 7.23297852e-01 1.85096885e+01 1.68466836e-04
2.61161251e+03 7.23332911e-01 2.41633055e+01 3.22994607e-04
2.61173909e+03 7.23367970e-01 4.52785938e+00 3.36839462e-05
2.61186567e+03 7.23403029e-01 2.05816673e+01 2.13852023e-04
2.61199225e+03 7.23438088e-01 2.29098406e+01 2.79590253e-04
2.61211883e+03 7.23473146e-01 2.59359801e+01 3.96122035e-04
2.61224541e+03 7.23508205e-01 2.54904539e+01 3.76316004e-04
2.61237200e+03 7.23543264e-01 2.38944217e+01 3.13149038e-04
2.61249858e+03 7.23578323e-01 2.42703858e+01 3.27001155e-04
2.61262516e+03 7.23613382e-01 2.30387713e+01 2.83771359e-04
2.61275174e+03 7.23648440e-01 2.55121407e+01 3.77256759e-04
2.61287832e+03 7.23683499e-01 2.63341761e+01 4.14704552e-04
2.61300490e+03 7.23718558e-01 1.61914965e+01 1.29004489e-04
2.61313148e+03 7.23753617e-01 1.06219606e+01 6.79403888e-05
2.61325806e+03 7.23788676e-01 1.93663885e+01 1.85929979e-04
2.61338464e+03 7.23823734e-01 2.27670551e+01 2.75031699e-04
2.61351122e+03 7.23858793e-01 2.40740216e+01 3.19691490e-04
2.61363780e+03 7.23893852e-01 6.60495158e+00 4.27836246e-05
2.61376438e+03 7.23928911e-01 1.54680815e+01 1.18695450e-04
2.61389096e+03 7.23963969e-01 2.26983101e+01 2.72863536e-04
2.61401754e+03 7.23999028e-01 2.53486962e+01 3.70224202e-04
2.61414412e+03 7.24034087e-01 2.13429134e+01 2.33440210e-04
2.61427071e+03 7.24069146e-01 2.16989199e+01 2.43206954e-04
2.61439729e+03 7.24104205e-01 2.18966271e+01 2.48806287e-04
2.61452387e+03 7.24139263e-01 2.52186400e+01 3.64722027e-04
2.61465045e+03 7.24174322e-01 2.35980844e+01 3.02645495e-04
2.61477703e+03 7.24209381e-01 1.73890776e+01 1.48075728e-04
2.61490361e+03 7.24244440e-01 1.22721580e+01 8.21557365e-05
2.61503019e+03 7.24279499e-01 1.01809478e+01 6.45769289e-05
2.61515677e+03 7.24314557e-01 2.23427851e+01 2.61920356e-04
2.61528335e+03 7.24349616e-01 2.65945259e+01 4.27323021e-04
2.61540993e+03 7.24384675e-01 2.05105705e+01 2.12108718e-04
2.61553651e+03 7.24419734e-01 1.89219490e+01 1.76655615e-04
2.61566309e+03 7.24454792e-01 2.46564366e+01 3.41862783e-04
2.61578967e+03 7.24489851e-01 2.57646123e+01 3.88383355e-04
2.61591625e+03 7.24524910e-01 2.33518061e+01 2.94184849e-04
2.61604283e+03 7.24559969e-01 1.80253592e+01 1.59330147e-04
2.61616942e+03 7.24595028e-01 1.42880537e+01 1.03617398e-04
2.61629600e+03 7.24630086e-01 1.22410146e+01 8.18616941e-05
2.61642258e+03 7.24665145e-01 1.26406798e+01 8.57164127e-05
2.61654916e+03 7.24700204e-01 5.59020366e+00 3.80662573e-05
2.61667574e+03 7.24735263e-01 1.95909961e+01 1.90800628e-04
2.61680232e+03 7.24770322e-01 2.34035825e+01 2.95943715e-04
2.61692890e+03 7.24805380e-01 2.69410243e+01 4.44714420e-04
2.61705548e+03 7.24840439e-01 2.32448867e+01 2.90585761e-04
2.61718206e+03 7.24875498e-01 9.45270398e+00 5.93834185e-05
2.61730864e+03 7.24910557e-01 1.59638330e+01 1.25667116e-04
2.61743522e+03 7.24945616e-01 1.22297602e+01 8.17556936e-05
2.61756180e+03 7.24980674e-01 1.28743853e+01 8.80540345e-05
2.61768838e+03 7.25015733e-01 2.37780046e+01 3.08979899e-04
2.61781496e+03 7.25050792e-01 2.69977089e+01 4.47626138e-04
2.61794155e+03 7.25085851e-01 2.39478423e+01 3.15080925e-04
2.61806813e+03 7.25120909e-01 1.18919254e+01 7.86368781e-05
2.61819471e+03 7.25155968e-01 1.90966547e+01 1.80244794e-04
2.61832129e+03 7.25191027e-01 2.00504200e+01 2.01164339e-04
2.61844787e+03 7.25226086e-01 2.29547972e+01 2.81041112e-04
2.61857445e+03 7.25261145e-01 1.55641254e+01 1.20015204e-04
2.61870103e+03 7.25296203e-01 1.00653431e+01 6.37231374e-05
2.61882761e+03 7.25331262e-01 1.76453625e+01 1.52509929e-04
2.61895419e+03 7.25366321e-01 2.18671276e+01 2.47962711e-04
2.61908077e+03 7.25401380e-01 2.68809413e+01 4.41648808e-04
2.61920735e+03 7.25436439e-01 2.39908273e+01 3.16644072e-04
2.61933393e+03 7.25471497e-01 1.32183721e+01 9.16112059e-05
2.61946051e+03 7.25506556e-01 1.65109847e+01 1.33837936e-04
2.61958709e+03 7.25541615e-01 1.70292269e+01 1.42066389e-04
2.61971367e+03 7.25576674e-01 2.41809098e+01 3.23649908e-04
2.61984026e+03 7.25611732e-01 2.40422668e+01 3.18524861e-04
2.61996684e+03 7.25646791e-01 2.37981314e+01 3.09696693e-04
2.62009342e+03 7.25681850e-01 2.48534456e+01 3.49705349e-04
2.62022000e+03 7.25716909e-01 1.69806534e+01 1.41274137e-04
2.62034658e+03 7.25751968e-01 1.56705719e+01 1.21495052e-04
2.62047316e+03 7.25787026e-01 7.40703025e+00 4.69225395e-05
2.62059974e+03 7.25822085e-01 1.42095591e+01 1.02685223e-04
2.62072632e+03 7.25857144e-01 1.95697747e+01 1.90335032e-04
2.62085290e+03 7.25892203e-01 2.00042376e+01 2.00097599e-04
2.62097948e+03 7.25927262e-01 2.02545187e+01 2.05947219e-04
2.62110606e+03 7.25962320e-01 2.43053882e+01 3.28321563e-04
2.62123264e+03 7.25997379e-01 2.47128151e+01 3.44088970e-04
2.62135922e+03 7.26032438e-01 2.79158432e+01 4.97533305e-04
2.62148580e+03 7.26067497e-01 2.49740353e+01 3.54594307e-04
2.62161238e+03 7.26102556e-01 1.55568418e+01 1.19914606e-04
2.62173897e+03 7.26137614e-01 -5.45900253e+00 1.06679229e-05
2.62186555e+03 7.26172673e-01 2.50788807e+01 3.58900475e-04
2.62199213e+03 7.26207732e-01 3.02899037e+01 6.53920846e-04
2.62211871e+03 7.26242791e-01 3.09880851e+01 7.08654016e-04
2.62224529e+03 7.26277849e-01 2.67442970e+01 4.34755262e-04
2.62237187e+03 7.26312908e-01 2.12765112e+01 2.31662403e-04
2.62249845e+03 7.26347967e-01 2.12406984e+01 2.30709201e-04
2.62262503e+03 7.26383026e-01 1.71349034e+01 1.43805390e-04
2.62275161e+03 7.26418085e-01 1.16033797e+01 7.60674716e-05
2.62287819e+03 7.26453143e-01 4.60212545e+00 3.39731853e-05
2.62300477e+03 7.26488202e-01 5.22956839e+00 3.65181203e-05
2.62313135e+03 7.26523261e-01 8.13142470e+00 5.10036469e-05
2.62325793e+03 7.26558320e-01 2.17271264e+01 2.43998029e-04
2.62338451e+03 7.26593379e-01 2.72873495e+01 4.62804389e-04
2.62351109e+03 7.26628437e-01 2.46382178e+01 3.41146474e-04
2.62363768e+03 7.26663496e-01 1.78677512e+01 1.56465127e-04
2.62376426e+03 7.26698555e-01 2.53779469e+01 3.71473076e-04
2.62389084e+03 7.26733614e-01 2.70598474e+01 4.50839921e-04
2.62401742e+03 7.26768672e-01 2.62223412e+01 4.09399261e-04
2.62414400e+03 7.26803731e-01 2.30505419e+01 2.84156170e-04
2.62427058e+03 7.26838790e-01 2.10387028e+01 2.25405825e-04
2.62439716e+03 7.26873849e-01 1.26930052e+01 8.62343423e-05
2.62452374e+03 7.26908908e-01 1.03510683e+01 6.58541894e-05
2.62465032e+03 7.26943966e-01 1.39746963e+01 9.99458608e-05
2.62477690e+03 7.26979025e-01 1.81901407e+01 1.62381680e-04
2.62490348e+03 7.27014084e-01 2.28279151e+01 2.76965547e-04
2.62503006e+03 7.27049143e-01 2.64142350e+01 4.18544603e-04
2.62515664e+03 7.27084202e-01 2.60854551e+01 4.02997869e-04
2.62528322e+03 7.27119260e-01 2.41723272e+01 3.23330263e-04
2.62540980e+03 7.27154319e-01 2.09990353e+01 2.24378769e-04
2.62553639e+03 7.27189378e-01 2.28668745e+01 2.78210630e-04
2.62566297e+03 7.27224437e-01 2.14199399e+01 2.35519565e-04
2.62578955e+03 7.27259496e-01 1.03581780e+01 6.59081155e-05
2.62591613e+03 7.27294554e-01 1.00655077e+01 6.37243449e-05
2.62604271e+03 7.27329613e-01 1.28867015e+01 8.81789803e-05
2.62616929e+03 7.27364672e-01 1.22329681e+01 8.17858934e-05
2.62629587e+03 7.27399731e-01 1.66517278e+01 1.36024264e-04
2.62642245e+03 7.27434789e-01 1.70552246e+01 1.42492244e-04
2.62654903e+03 7.27469848e-01 2.09860613e+01 2.24043868e-04
2.62667561e+03 7.27504907e-01 1.43119347e+01 1.03902675e-04
2.62680219e+03 7.27539966e-01 1.37120897e+01 9.69693486e-05
2.62692877e+03 7.27575025e-01 1.87423263e+01 1.73039922e-04
2.62705535e+03 7.27610083e-01 4.85354522e+00 3.49709360e-05
2.62718193e+03 7.27645142e-01 7.86673653e+00 4.94728378e-05
2.62730852e+03 7.27680201e-01 1.74339609e+01 1.48842872e-04
2.62743510e+03 7.27715260e-01 2.23740396e+01 2.62864521e-04
2.62756168e+03 7.27750319e-01 2.19033398e+01 2.48998647e-04
2.62768826e+03 7.27785377e-01 2.09172533e+01 2.22276045e-04
2.62781484e+03 7.27820436e-01 1.72248133e+01 1.45301688e-04
2.62794142e+03 7.27855495e-01 1.33782489e+01 9.33130622e-05
2.62806800e+03 7.27890554e-01 2.07285758e+01 2.17499762e-04
2.62819458e+03 7.27925612e-01 1.69251420e+01 1.40374136e-04
2.62832116e+03 7.27960671e-01 2.12431946e+01 2.30775514e-04
2.62844774e+03 7.27995730e-01 1.78763037e+01 1.56619265e-04
2.62857432e+03 7.28030789e-01 2.27587076e+01 2.74767508e-04
2.62870090e+03 7.28065848e-01 1.81448208e+01 1.61536636e-04
2.62882748e+03 7.28100906e-01 2.04206384e+01 2.09923913e-04
2.62895406e+03 7.28135965e-01 2.28518743e+01 2.77730586e-04
2.62908064e+03 7.28171024e-01 9.50706884e+00 5.97562641e-05
2.62920723e+03 7.28206083e-01 1.78124486e+01 1.55472086e-04
2.62933381e+03 7.28241142e-01 2.53766711e+01 3.71418516e-04
2.62946039e+03 7.28276200e-01 1.12349735e+01 7.29085851e-05
2.62958697e+03 7.28311259e-01 2.42444230e+01 3.26025183e-04
2.62971355e+03 7.28346318e-01 1.99644816e+01 1.99183829e-04
2.62984013e+03 7.28381377e-01 1.64916492e+01 1.33540334e-04
2.62996671e+03 7.28416436e-01 1.85161980e+01 1.68593139e-04
2.63009329e+03 7.28451494e-01 2.50672685e+01 3.58420978e-04
2.63021987e+03 7.28486553e-01 1.85860140e+01 1.69953728e-04
2.63034645e+03 7.28521612e-01 1.86157459e+01 1.70536478e-04
2.63047303e+03 7.28556671e-01 4.39319572e+00 3.31657469e-05
2.63059961e+03 7.28591729e-01 1.52572622e+01 1.15849218e-04
2.63072619e+03 7.28626788e-01 2.28017037e+01 2.76131011e-04
2.63085277e+03 7.28661847e-01 2.99733817e+01 6.30520313e-04
2.63097935e+03 7.28696906e-01 3.02976739e+01 6.54506089e-04
2.63110594e+03 7.28731965e-01 2.69968666e+01 4.47582734e-04
2.63123252e+03 7.28767023e-01 1.89366502e+01 1.76954864e-04
2.63135910e+03 7.28802082e-01 2.20362800e+01 2.52838961e-04
2.63148568e+03 7.28837141e-01 2.34385668e+01 2.97138095e-04
2.63161226e+03 7.28872200e-01 2.01317102e+01 2.03055851e-04
2.63173884e+03 7.28907259e-01 2.13922259e+01 2.34769293e-04
2.63186542e+03 7.28942317e-01 1.79426786e+01 1.57820686e-04
2.63199200e+03 7.28977376e-01 1.51981549e+01 1.15063542e-04
2.63211858e+03 7.29012435e-01 1.82201089e+01 1.62942900e-04
2.63224516e+03 7.29047494e-01 2.40648637e+01 3.19354603e-04
2.63237174e+03 7.29082552e-01 1.95425366e+01 1.89739096e-04
2.63249832e+03 7.29117611e-01 9.01910790e+00 5.64917971e-05
2.63262490e+03 7.29152670e-01 1.63898198e+01 1.31983909e-04
2.63275148e+03 7.29187729e-01 2.02386778e+01 2.05571964e-04
2.63287806e+03 7.29222788e-01 1.92314246e+01 1.83063273e-04
2.63300465e+03 7.29257846e-01 2.34528519e+01 2.97627180e-04
2.63313123e+03 7.29292905e-01 2.26869605e+01 2.72507226e-04
2.63325781e+03 7.29327964e-01 2.41438541e+01 3.22272095e-04
2.63338439e+03 7.29363023e-01 2.62481703e+01 4.10618499e-04
2.63351097e+03 7.29398082e-01 2.39346941e+01 3.14604333e-04
2.63363755e+03 7.29433140e-01 2.18163851e+01 2.46518348e-04
2.63376413e+03 7.29468199e-01 1.97956618e+01 1.95349851e-04
2.63389071e+03 7.29503258e-01 7.42987382e+00 4.70461064e-05
2.63401729e+03 7.29538317e-01 -1.08010989e+00 1.76613746e-05
2.63414387e+03 7.29573376e-01 1.46594481e+01 1.08143993e-04
2.63427045e+03 7.29608434e-01 2.26619616e+01 2.71724049e-04
2.63439703e+03 7.29643493e-01 2.72738165e+01 4.62083881e-04
2.63452361e+03 7.29678552e-01 2.54153995e+01 3.73078283e-04
2.63465019e+03 7.29713611e-01 1.79596458e+01 1.58129276e-04
2.63477677e+03 7.29748669e-01 9.64349953e+00 6.07022756e-05
2.63490336e+03 7.29783728e-01 1.61086075e+01 1.27779261e-04
2.63502994e+03 7.29818787e-01 1.63294101e+01 1.31069155e-04
2.63515652e+03 7.29853846e-01 1.75260693e+01 1.50429656e-04
2.63528310e+03 7.29888905e-01 1.50586081e+01 1.13229712e-04
2.63540968e+03 7.29923963e-01 1.34052263e+01 9.36033328e-05
2.63553626e+03 7.29959022e-01 1.40771070e+01 1.01131243e-04
2.63566284e+03 7.29994081e-01 1.84767850e+01 1.67829865e-04
2.63578942e+03 7.30029140e-01 1.49705406e+01 1.12087460e-04
2.63591600e+03 7.30064199e-01 1.81816675e+01 1.62223353e-04
2.63604258e+03 7.30099257e-01 2.30997230e+01 2.85769680e-04
2.63616916e+03 7.30134316e-01 1.61530913e+01 1.28435347e-04
2.63629574e+03 7.30169375e-01 1.37762959e+01 9.76888034e-05
2.63642232e+03 7.30204434e-01 1.71258647e+01 1.43655822e-04
2.63654890e+03 7.30239492e-01 1.33799394e+01 9.33312249e-05
2.63667549e+03 7.30274551e-01 1.94380283e+01 1.87469841e-04
2.63680207e+03 7.30309610e-01 1.94805939e+01 1.88390801e-04
2.63692865e+03 7.30344669e-01 2.29355923e+01 2.80420404e-04
2.63705523e+03 7.30379728e-01 2.23213914e+01 2.61276028e-04
2.63718181e+03 7.30414786e-01 2.38282061e+01 3.10770867e-04
2.63730839e+03 7.30449845e-01 2.92703460e+01 5.81496753e-04
2.63743497e+03 7.30484904e-01 2.97785177e+01 6.16532369e-04
2.63756155e+03 7.30519963e-01 2.10988523e+01 2.26972172e-04
2.63768813e+03 7.30555022e-01 1.64355891e+01 1.32681218e-04
2.63781471e+03 7.30590080e-01 7.55830787e+00 4.77469230e-05
2.63794129e+03 7.30625139e-01 1.26168671e+01 8.54817398e-05
2.63806787e+03 7.30660198e-01 1.72950835e+01 1.46481970e-04
2.63819445e+03 7.30695257e-01 2.18634261e+01 2.47857065e-04
2.63832103e+03 7.30730316e-01 2.51683924e+01 3.62618216e-04
2.63844761e+03 7.30765374e-01 2.25885523e+01 2.69437234e-04
2.63857420e+03 7.30800433e-01 2.56522116e+01 3.83389820e-04
2.63870078e+03 7.30835492e-01 2.02980927e+01 2.06982979e-04
2.63882736e+03 7.30870551e-01 1.94362343e+01 1.87431125e-04
2.63895394e+03 7.30905609e-01 1.10911312e+01 7.17111285e-05
2.63908052e+03 7.30940668e-01 1.41898148e+01 1.02452070e-04
2.63920710e+03 7.30975727e-01 1.48021078e+01 1.09934849e-04
2.63933368e+03 7.31010786e-01 2.35087964e+01 2.99550339e-04
2.63946026e+03 7.31045845e-01 2.57755396e+01 3.88872273e-04
2.63958684e+03 7.31080903e-01 1.58026603e+01 1.23356775e-04
2.63971342e+03 7.31115962e-01 1.69681641e+01 1.41071148e-04
2.63984000e+03 7.31151021e-01 1.23572259e+01 8.29643072e-05
2.63996658e+03 7.31186080e-01 2.09182417e+01 2.22301340e-04
2.64009316e+03 7.31221139e-01 2.44152922e+01 3.32502262e-04
2.64021974e+03 7.31256197e-01 1.60956254e+01 1.27588422e-04
2.64034632e+03 7.31291256e-01 1.71410555e+01 1.43907282e-04
2.64047291e+03 7.31326315e-01 -4.36916966e+00 1.20940431e-05
2.64059949e+03 7.31361374e-01 1.33367445e+01 9.28682413e-05
2.64072607e+03 7.31396432e-01 1.74603979e+01 1.49296592e-04
2.64085265e+03 7.31431491e-01 2.31222729e+01 2.86512542e-04
2.64097923e+03 7.31466550e-01 2.25832286e+01 2.69272143e-04
2.64110581e+03 7.31501609e-01 1.96426896e+01 1.91939552e-04
2.64123239e+03 7.31536668e-01 1.55522426e+00 2.39216542e-05
2.64135897e+03 7.31571726e-01 1.61289080e+01 1.28078253e-04
2.64148555e+03 7.31606785e-01 1.67977850e+01 1.38330914e-04
2.64161213e+03 7.31641844e-01 3.66746197e+00 3.05072523e-05
2.64173871e+03 7.31676903e-01 2.36231978e+01 3.03521797e-04
2.64186529e+03 7.31711962e-01 2.04152596e+01 2.09793957e-04
2.64199187e+03 7.31747020e-01 1.36698218e+01 9.64986158e-05
2.64211845e+03 7.31782079e-01 1.76634333e+01 1.52827554e-04
2.64224503e+03 7.31817138e-01 2.25183742e+01 2.67269073e-04
2.64237162e+03 7.31852197e-01 2.08471184e+01 2.20488487e-04
2.64249820e+03 7.31887256e-01 1.61951953e+01 1.29059436e-04
2.64262478e+03 7.31922314e-01 2.38176572e+01 3.10393668e-04
2.64275136e+03 7.31957373e-01 2.32142520e+01 2.89562686e-04
2.64287794e+03 7.31992432e-01 1.76776634e+01 1.53078136e-04
2.64300452e+03 7.32027491e-01 2.28036781e+01 2.76193783e-04
2.64313110e+03 7.32062549e-01 2.72219969e+01 4.59335322e-04
2.64325768e+03 7.32097608e-01 2.59557681e+01 3.97025500e-04
2.64338426e+03 7.32132667e-01 2.01835073e+01 2.04270362e-04
2.64351084e+03 7.32167726e-01 1.68601581e+01 1.39327839e-04
2.64363742e+03 7.32202785e-01 1.18830741e+01 7.85567846e-05
2.64376400e+03 7.32237843e-01 2.00250483e+01 2.00577592e-04
2.64389058e+03 7.32272902e-01 1.46965238e+01 1.08606592e-04
2.64401716e+03 7.32307961e-01 2.80850320e+01 5.07319546e-04
2.64414375e+03 7.32343020e-01 2.82678161e+01 5.18108601e-04
2.64427033e+03 7.32378079e-01 2.17891163e+01 2.45745633e-04
2.64439691e+03 7.32413137e-01 2.00774693e+01 2.01791775e-04
2.64452349e+03 7.32448196e-01 2.23500890e+01 2.62140696e-04
2.64465007e+03 7.32483255e-01 2.37307712e+01 3.07304241e-04
2.64477665e+03 7.32518314e-01 1.57598356e+01 1.22750078e-04
2.64490323e+03 7.32553372e-01 1.99236982e+01 1.98250781e-04
2.64502981e+03 7.32588431e-01 1.23141272e+01 8.25536644e-05
2.64515639e+03 7.32623490e-01 1.97875142e+01 1.95166693e-04
2.64528297e+03 7.32658549e-01 2.30402354e+01 2.83819195e-04
2.64540955e+03 7.32693608e-01 2.26209278e+01 2.70443399e-04
2.64553613e+03 7.32728666e-01 2.18805186e+01 2.48345288e-04
2.64566271e+03 7.32763725e-01 2.19847080e+01 2.51342190e-04
2.64578929e+03 7.32798784e-01 6.52042824e+00 4.23693116e-05
2.64591587e+03 7.32833843e-01 2.09398668e+01 2.22855490e-04
2.64604246e+03 7.32868902e-01 1.23292069e+01 8.26971116e-05
2.64616904e+03 7.32903960e-01 2.40175884e+01 3.17621150e-04
2.64629562e+03 7.32939019e-01 1.93151448e+01 1.84836287e-04
2.64642220e+03 7.32974078e-01 2.53151788e+01 3.68798322e-04
2.64654878e+03 7.33009137e-01 2.25767519e+01 2.69071434e-04
2.64667536e+03 7.33044196e-01 1.57834079e+01 1.23083657e-04
2.64680194e+03 7.33079254e-01 1.96034860e+01 1.91075189e-04
2.64692852e+03 7.33114313e-01 2.29837191e+01 2.81978469e-04
2.64705510e+03 7.33149372e-01 2.62905871e+01 4.12628624e-04
2.64718168e+03 7.33184431e-01 2.50489627e+01 3.57666390e-04
2.64730826e+03 7.33219489e-01 1.60398907e+01 1.26772347e-04
2.64743484e+03 7.33254548e-01 1.80495632e+01 1.59774754e-04
2.64756142e+03 7.33289607e-01 2.04560232e+01 2.10780851e-04
2.64768800e+03 7.33324666e-01 2.07272427e+01 2.17466382e-04
2.64781458e+03 7.33359725e-01 1.73042850e+01 1.46637230e-04
2.64794117e+03 7.33394783e-01 1.79738163e+01 1.58387466e-04
2.64806775e+03 7.33429842e-01 2.50069098e+01 3.55938927e-04
2.64819433e+03 7.33464901e-01 2.52931166e+01 3.67862759e-04
2.64832091e+03 7.33499960e-01 2.06099064e+01 2.14548417e-04
2.64844749e+03 7.33535019e-01 7.44219477e+00 4.71128888e-05
2.64857407e+03 7.33570077e-01 6.73189084e+00 4.34134738e-05
2.64870065e+03 7.33605136e-01 1.65907409e+01 1.35072533e-04
2.64882723e+03 7.33640195e-01 1.35271890e+01 9.49269321e-05
2.64895381e+03 7.33675254e-01 8.96669794e+00 5.61519565e-05
2.64908039e+03 7.33710312e-01 2.32968300e+01 2.92328728e-04
2.64920697e+03 7.33745371e-01 2.78009744e+01 4.90996859e-04
2.64933355e+03 7.33780430e-01 2.50704109e+01 3.58550672e-04
2.64946013e+03 7.33815489e-01 2.08229638e+01 2.19876180e-04
2.64958671e+03 7.33850548e-01 1.68927668e+01 1.39851888e-04
2.64971329e+03 7.33885606e-01 1.61014807e+01 1.27674460e-04
2.64983988e+03 7.33920665e-01 2.48845010e+01 3.50957918e-04
2.64996646e+03 7.33955724e-01 2.24445961e+01 2.65008500e-04
2.65009304e+03 7.33990783e-01 1.32517781e+01 9.19642221e-05
2.65021962e+03 7.34025842e-01 1.51408679e+01 1.14307149e-04
2.65034620e+03 7.34060900e-01 1.56537046e+01 1.21259347e-04
2.65047278e+03 7.34095959e-01 2.26953374e+01 2.72770164e-04
2.65059936e+03 7.34131018e-01 2.17123410e+01 2.43583039e-04
2.65072594e+03 7.34166077e-01 8.90874038e+00 5.57785236e-05
2.65085252e+03 7.34201136e-01 1.41200985e+01 1.01633041e-04
2.65097910e+03 7.34236194e-01 1.00962357e+01 6.39501812e-05
2.65110568e+03 7.34271253e-01 1.26326889e+01 8.56375910e-05
2.65123226e+03 7.34306312e-01 1.61992472e+01 1.29119654e-04
2.65135884e+03 7.34341371e-01 1.99098050e+01 1.97933929e-04
2.65148542e+03 7.34376429e-01 2.20415771e+01 2.52993202e-04
2.65161200e+03 7.34411488e-01 2.38299535e+01 3.10833395e-04
2.65173859e+03 7.34446547e-01 2.54215143e+01 3.73341021e-04
2.65186517e+03 7.34481606e-01 2.29791714e+01 2.81830872e-04
2.65199175e+03 7.34516665e-01 2.16947494e+01 2.43090209e-04
2.65211833e+03 7.34551723e-01 2.00093411e+01 2.00215202e-04
2.65224491e+03 7.34586782e-01 1.76761141e+01 1.53050835e-04
2.65237149e+03 7.34621841e-01 1.46008172e+01 1.07416465e-04
2.65249807e+03 7.34656900e-01 4.52720761e+00 3.36814187e-05
2.65262465e+03 7.34691959e-01 1.76036942e+01 1.51780055e-04
2.65275123e+03 7.34727017e-01 1.59192258e+01 1.25023394e-04
2.65287781e+03 7.34762076e-01 2.08786944e+01 2.21291491e-04
2.65300439e+03 7.34797135e-01 2.21880608e+01 2.57296000e-04
2.65313097e+03 7.34832194e-01 1.76984945e+01 1.53445700e-04
2.65325755e+03 7.34867252e-01 6.32161357e-01 2.15098838e-05
2.65338413e+03 7.34902311e-01 1.78403885e+01 1.55972998e-04
2.65351072e+03 7.34937370e-01 1.73474055e+01 1.47367009e-04
2.65363730e+03 7.34972429e-01 1.91894003e+01 1.82179711e-04
2.65376388e+03 7.35007488e-01 2.54909668e+01 3.76338228e-04
2.65389046e+03 7.35042546e-01 2.54543749e+01 3.74756127e-04
2.65401704e+03 7.35077605e-01 1.77938991e+01 1.55140415e-04
2.65414362e+03 7.35112664e-01 1.33152227e+01 9.26384179e-05
2.65427020e+03 7.35147723e-01 1.12540012e+01 7.30684773e-05
2.65439678e+03 7.35182782e-01 1.82911324e+01 1.64280728e-04
2.65452336e+03 7.35217840e-01 2.03835015e+01 2.09028292e-04
2.65464994e+03 7.35252899e-01 2.38209126e+01 3.10510026e-04
2.65477652e+03 7.35287958e-01 2.34362845e+01 2.97060029e-04
2.65490310e+03 7.35323017e-01 2.47992720e+01 3.47531037e-04
2.65502968e+03 7.35358076e-01 2.08481382e+01 2.20514375e-04
